job_company_name,job_type,job_industry,job_location,job_description,job_company_info,job_working_hours,job_requirnments,job_japanese_level,job_salary,job_other_salary_description,job_holidays,job_contract,job_nearest_station
"
                      株式会社アイ・ディ・エイチ/IDH Co.,Ltd.
                    ","
IT (PC, Web, Unix) - Web Application SE
IT (PC, Web, Unix) - Business Application SE
IT (PC, Web, Unix) - Programmer",System Integrator,"
Asia   
Japan   
Tokyo   
Taito   
 
 
 
 
 
 
 
 ","
                SE/PGとして金融・通信・流通・製造・医療・ゲームなど幅広い業界のお客様との信頼関係を強みに多様なシステム開発案件を手掛けています。オープンWeb系、ゲーム系のアプリ開発、インフラなど最上流工程から保守開発まで常時500件以上の様々な案件を抱えており希望に合ったプロジェクトをお任せしています。

【案件例】
・AIを使った販売予測システム(Puthon,JS)
・Andoroid系業務アプリ(AndroidJava)
・広告システム開発(Ruby)
・iosアプリの機能追加(Xcode，Swift)
・基幹システムの更改(画面のみ)(JS，CSS，HTML5)
・業務系Web開発(Java，PostgreSQL，Spring)
・サポートセンターシステム一部リプレース(APEX，Salesforce)
・改修業務(ASP.NET)
・サーバー側開発および運用保守(Python，Linux，AWS)
※ほぼ全てのプログラミング言語に対応しています 。

【仕事のポイント】
◎あなたが案件を選べます。
スキルアップしていくには、1人ひとりの「やりたいこと」や価値観が重要だと考えています。それらが実現できる案件だけをお任せしております。アサイン後でも「話と違う」「人間関係がちょっと...」という場合には全てフォローします。残業時間等の交渉は会社で行ないます。

◎「チャレンジに失敗は付き物」と考えています。
お客様からOKが出れば「現在のスキルでは少し難しい」案件にも参画可能です。経験が少ない案件でも7割近くのクライアイントからOKを貰っています。経験豊富な方は勤務形態やポジションを中心に案件を選択できる環境を用意しています。

◎社員個人への徹底的な利益還元
エンジニアは本来スキルで食べていくので、それだけが評価されるべきです。100万円の案件であれば70万円以上は還元しています。それだけの価値があるなら正当な報酬だと考えます。

◎スキルアップを支援
必要とする知識や技術は一人ひとり違うはず。機械学習、AI、クラウド、マネジメント、英会話・・・。希望にあわせて受けたい研修を申請してください。受講費は基本的に会社が全部支給しています。
              ","
                  【今後の事業展開】
2014年設立の若い会社ですが、技術力が評価され、案件も売上も社員数も年々増加しております。今期からはブロックチェーン、AR/VR、自動運転、AI、IoT、ドローン、スマートホーム、スマートグラス、ウェアラブル製品を使った製品企画も始まり、自社サービスの開発も開始しました。また今後はグローバルな展開を目指しております。

【一人ひとりが自立して自由に働いています！】
社員の自立と自由を尊重するため、管理職を設けない組織となっております。
そのため、一人ひとりが明確な裁量と責任を持ちつつ、自由な働き方をしております。
また、管理職がいないため風通しのよい環境です。

【社員が集まるのは年数回(自由参加)】
働き方は自由。自己管理にお任せします。情報共有は集まらなくてもリアルタイムにできますし、いちいち集まる時間がもったいない。だから全社員が顔をそろえるのは年3～5回のみ。その代わり、その集まりは凄い濃い内容にしています。
                ","
                  9:00～18:00（実働8時間） 
※残業時間は月10時間以下です。
※勤務時間はプロジェクトにより異なります。
                ","
                  学歴不問／分野を問わずシステム開発経験をお持ちの方 ★第二新卒の方歓迎！

【具体的には】
前職での業界経験や雇用形態も問いません。
経験が浅い方も1人前に育てます。安心してください。

【以下の方を歓迎】
・同じプロジェクトばかり何年もやっているが、本当は手掛けてみたいプロジェクトがある方
・他のプログラミング言語も使ってみたい方
・ある分野の業務知識を鍛えてSEとしての強みを持ちたい方
・PM/PLにチャレンジしたい方
・会社や組織のしがらみにとらわれず開発業務に専念したい方
・収入をアップさせたい、実力に応じた給与が欲しい方
・プライベートも充実させたい方
                ","

                    Native Level
                  
","
JPY  - Japanese Yen   JPY 3500K -  JPY 12000K 
                    
                  
                    
                    （Monthly Salary Range:
                    

                      JPY  - Japanese Yen   JPY 291.667K -  JPY 1000K 
                     
                      *Divided into12month
                    ）
                  
                ","
                  社会保険完備（雇用・労災・健康・厚生年金） 
TJK（東京都情報サービス産業健保）加入
交通費全額支給
スキルアップ研修
オンライン学習サイト利用（プログラミング関連）
健康診断（約5万円分を全員に補助）
社員持株制度
ストックオプション
副業制度
退職金制度
                ","
                  完全週休2日制（シフト制・祝祭日）
冬期休暇
有給休暇
慶弔休暇
その他特別休暇
                ","
                正社員雇用　※試用期間3ヶ月
              ","
                  東京都内、東京近郊のプロジェクト先（関東）
※転居を伴う転勤はなし

■本社
東京都台東区東上野3-8-7 矢口ビル4階C

■アクセス
上野駅より徒歩7分
稲荷町駅より徒歩2分
新御徒町駅より徒歩5分
                "
